run_ts,as_of,city,window_days,weights_json
2026-01-28T02:15:38.775149-05:00,2026-01-27,fl,14,"{""consensus"": 0.10011968956121808, ""google-weather"": 0.07895807729245018, ""lstm"": 0.04921243181427487, ""open-meteo"": 0.0019387856382881632, ""openweathermap"": 0.11964308363470193, ""pirateweather"": 0.1217973852827744, ""tomorrow"": 0.0411589883139201, ""visual-crossing"": 0.29716661969786545, ""weather.gov"": 0.03396281541969194, ""weatherapi"": 0.15604212334481482}"
2026-01-28T06:30:03.947685-05:00,2026-01-27,ny,14,"{""consensus"": 0.03931422867073344, ""google-weather"": 0.3437943442368369, ""lstm"": 0.005212419310696191, ""open-meteo"": 0.00444606148228641, ""openweathermap"": 0.14529293003806049, ""pirateweather"": 0.08543129210264346, ""tomorrow"": 0.12864686122938773, ""visual-crossing"": 0.12782925109313478, ""weather.gov"": 0.05012715402325267, ""weatherapi"": 0.06990545781296803}"
2026-01-28T06:30:03.947685-05:00,2026-01-27,il,14,"{""consensus"": 0.009114034077969676, ""google-weather"": 0.137351127671433, ""lstm"": 0.0029821633408473333, ""open-meteo"": 0.03067622744661368, ""openweathermap"": 0.17211944574735988, ""pirateweather"": 0.07924751755124466, ""tomorrow"": 0.13752637630135991, ""visual-crossing"": 0.38815444447295805, ""weather.gov"": 0.02267480416782833, ""weatherapi"": 0.020153859222385564}"
2026-01-28T06:30:03.947685-05:00,2026-01-27,tx,14,"{""consensus"": 0.2562253111728049, ""google-weather"": 0.28035347856854176, ""lstm"": 0.007565593735575008, ""open-meteo"": 0.002062473405405644, ""openweathermap"": 0.017872835048202872, ""pirateweather"": 0.010595686575028627, ""tomorrow"": 0.02717746939528025, ""visual-crossing"": 0.32959925656340094, ""weather.gov"": 0.01303457803751828, ""weatherapi"": 0.055513317498241704}"
2026-01-28T06:30:03.947685-05:00,2026-01-27,fl,14,"{""consensus"": 0.09659001325983146, ""google-weather"": 0.14881858826304323, ""lstm"": 0.04558372365296598, ""open-meteo"": 0.00179582811700095, ""openweathermap"": 0.13305031480429086, ""pirateweather"": 0.059639179948057765, ""tomorrow"": 0.03455151508245219, ""visual-crossing"": 0.2752548608513247, ""weather.gov"": 0.02618032464230779, ""weatherapi"": 0.17853565137872504}"
2026-01-29T02:15:38.586538-05:00,2026-01-28,ny,14,"{""consensus"": 0.037939946757638315, ""google-weather"": 0.3475723241176963, ""lstm"": 0.005058396466740075, ""open-meteo"": 0.004314683902493423, ""openweathermap"": 0.1558198568586664, ""pirateweather"": 0.06925326971496285, ""tomorrow"": 0.13272528504264278, ""visual-crossing"": 0.12405199841629375, ""weather.gov"": 0.04685727158422939, ""weatherapi"": 0.07640696713863689}"
2026-01-29T02:15:38.586538-05:00,2026-01-28,il,14,"{""consensus"": 0.00929291998304425, ""google-weather"": 0.16003034309721068, ""lstm"": 0.002862039515016385, ""open-meteo"": 0.029440565485220057, ""openweathermap"": 0.18581808499599067, ""pirateweather"": 0.05640828154736059, ""tomorrow"": 0.14138295330710043, ""visual-crossing"": 0.37251928584676086, ""weather.gov"": 0.020238575741861997, ""weatherapi"": 0.022006950480434134}"
2026-01-29T02:15:38.586538-05:00,2026-01-28,tx,14,"{""consensus"": 0.2562253111728049, ""google-weather"": 0.28035347856854176, ""lstm"": 0.007565593735575008, ""open-meteo"": 0.002062473405405644, ""openweathermap"": 0.017872835048202872, ""pirateweather"": 0.010595686575028627, ""tomorrow"": 0.02717746939528025, ""visual-crossing"": 0.32959925656340094, ""weather.gov"": 0.01303457803751828, ""weatherapi"": 0.055513317498241704}"
2026-01-29T02:15:38.586538-05:00,2026-01-28,fl,14,"{""consensus"": 0.09659001325983146, ""google-weather"": 0.14881858826304323, ""lstm"": 0.04558372365296598, ""open-meteo"": 0.00179582811700095, ""openweathermap"": 0.13305031480429086, ""pirateweather"": 0.059639179948057765, ""tomorrow"": 0.03455151508245219, ""visual-crossing"": 0.2752548608513247, ""weather.gov"": 0.02618032464230779, ""weatherapi"": 0.17853565137872504}"
2026-01-29T02:15:38.692501-05:00,2026-01-28,ny,14,"{""consensus"": 0.03931422867073344, ""google-weather"": 0.3437943442368369, ""lstm"": 0.005212419310696191, ""open-meteo"": 0.00444606148228641, ""openweathermap"": 0.14529293003806049, ""pirateweather"": 0.08543129210264346, ""tomorrow"": 0.12864686122938773, ""visual-crossing"": 0.12782925109313478, ""weather.gov"": 0.05012715402325267, ""weatherapi"": 0.06990545781296803}"
2026-01-29T02:15:38.692501-05:00,2026-01-28,il,14,"{""consensus"": 0.009114034077969676, ""google-weather"": 0.137351127671433, ""lstm"": 0.0029821633408473333, ""open-meteo"": 0.03067622744661368, ""openweathermap"": 0.17211944574735988, ""pirateweather"": 0.07924751755124466, ""tomorrow"": 0.13752637630135991, ""visual-crossing"": 0.38815444447295805, ""weather.gov"": 0.02267480416782833, ""weatherapi"": 0.020153859222385564}"
2026-01-29T02:15:38.692501-05:00,2026-01-28,tx,14,"{""consensus"": 0.2562253111728049, ""google-weather"": 0.28035347856854176, ""lstm"": 0.007565593735575008, ""open-meteo"": 0.002062473405405644, ""openweathermap"": 0.017872835048202872, ""pirateweather"": 0.010595686575028627, ""tomorrow"": 0.02717746939528025, ""visual-crossing"": 0.32959925656340094, ""weather.gov"": 0.01303457803751828, ""weatherapi"": 0.055513317498241704}"
2026-01-29T02:15:38.692501-05:00,2026-01-28,fl,14,"{""consensus"": 0.09659001325983146, ""google-weather"": 0.14881858826304323, ""lstm"": 0.04558372365296598, ""open-meteo"": 0.00179582811700095, ""openweathermap"": 0.13305031480429086, ""pirateweather"": 0.059639179948057765, ""tomorrow"": 0.03455151508245219, ""visual-crossing"": 0.2752548608513247, ""weather.gov"": 0.02618032464230779, ""weatherapi"": 0.17853565137872504}"
2026-01-29T06:30:02.990714-05:00,2026-01-28,ny,14,"{""consensus"": 0.03530692056587303, ""google-weather"": 0.3462799533549355, ""lstm"": 0.004752100874302741, ""open-meteo"": 0.003223354877413436, ""openweathermap"": 0.17499884870200078, ""pirateweather"": 0.04976346099090232, ""tomorrow"": 0.13868187682728192, ""visual-crossing"": 0.11654041236371983, ""weather.gov"": 0.04141839359524214, ""weatherapi"": 0.08903467784832839}"
2026-01-29T06:30:02.990714-05:00,2026-01-28,il,14,"{""consensus"": 0.009483553421991359, ""google-weather"": 0.20213264125183344, ""lstm"": 0.0026234721477390007, ""open-meteo"": 0.011223958977884389, ""openweathermap"": 0.21076100747360674, ""pirateweather"": 0.034103441928194186, ""tomorrow"": 0.14614303377950424, ""visual-crossing"": 0.34146767219215196, ""weather.gov"": 0.01653034123704416, ""weatherapi"": 0.025530877590050433}"
2026-01-29T06:30:02.990714-05:00,2026-01-28,tx,14,"{""consensus"": 0.13214409760694862, ""google-weather"": 0.4361217507498444, ""lstm"": 0.006805745027995211, ""open-meteo"": 0.0018553293521707962, ""openweathermap"": 0.0189487640198821, ""pirateweather"": 0.007810363461339221, ""tomorrow"": 0.030407073545859222, ""visual-crossing"": 0.2964960292593343, ""weather.gov"": 0.009596329152044683, ""weatherapi"": 0.05981451782458133}"
2026-01-29T06:30:02.990714-05:00,2026-01-28,fl,14,"{""consensus"": 0.09846912805954991, ""google-weather"": 0.17310893343875589, ""lstm"": 0.040142875564651466, ""open-meteo"": 0.0015814790644375289, ""openweathermap"": 0.12545965148237792, ""pirateweather"": 0.05519116095489552, ""tomorrow"": 0.04069113380172083, ""visual-crossing"": 0.24240059262910232, ""weather.gov"": 0.025200555284200434, ""weatherapi"": 0.19775448972030824}"
2026-01-30T02:15:38.584925-05:00,2026-01-29,ny,14,"{""consensus"": 0.03530692056587303, ""google-weather"": 0.3462799533549355, ""lstm"": 0.004752100874302741, ""open-meteo"": 0.003223354877413436, ""openweathermap"": 0.17499884870200078, ""pirateweather"": 0.04976346099090232, ""tomorrow"": 0.13868187682728192, ""visual-crossing"": 0.11654041236371983, ""weather.gov"": 0.04141839359524214, ""weatherapi"": 0.08903467784832839}"
2026-01-30T02:15:38.584925-05:00,2026-01-29,il,14,"{""consensus"": 0.009483553421991359, ""google-weather"": 0.20213264125183344, ""lstm"": 0.0026234721477390007, ""open-meteo"": 0.011223958977884389, ""openweathermap"": 0.21076100747360674, ""pirateweather"": 0.034103441928194186, ""tomorrow"": 0.14614303377950424, ""visual-crossing"": 0.34146767219215196, ""weather.gov"": 0.01653034123704416, ""weatherapi"": 0.025530877590050433}"
2026-01-30T02:15:38.584925-05:00,2026-01-29,tx,14,"{""consensus"": 0.13214409760694862, ""google-weather"": 0.4361217507498444, ""lstm"": 0.006805745027995211, ""open-meteo"": 0.0018553293521707962, ""openweathermap"": 0.0189487640198821, ""pirateweather"": 0.007810363461339221, ""tomorrow"": 0.030407073545859222, ""visual-crossing"": 0.2964960292593343, ""weather.gov"": 0.009596329152044683, ""weatherapi"": 0.05981451782458133}"
2026-01-30T02:15:38.584925-05:00,2026-01-29,fl,14,"{""consensus"": 0.09846912805954991, ""google-weather"": 0.17310893343875589, ""lstm"": 0.040142875564651466, ""open-meteo"": 0.0015814790644375289, ""openweathermap"": 0.12545965148237792, ""pirateweather"": 0.05519116095489552, ""tomorrow"": 0.04069113380172083, ""visual-crossing"": 0.24240059262910232, ""weather.gov"": 0.025200555284200434, ""weatherapi"": 0.19775448972030824}"
2026-01-30T02:15:38.840280-05:00,2026-01-29,ny,14,"{""consensus"": 0.04153271839444693, ""google-weather"": 0.19040462818447818, ""lstm"": 0.005472683259239542, ""open-meteo"": 0.005290824270787048, ""openweathermap"": 0.17109608341485347, ""pirateweather"": 0.06387424485139438, ""tomorrow"": 0.18360806543970698, ""visual-crossing"": 0.19928765025277828, ""weather.gov"": 0.025730491677566407, ""weatherapi"": 0.11370261025474875}"
2026-01-30T02:15:38.840280-05:00,2026-01-29,il,14,"{""consensus"": 0.011513341416516817, ""google-weather"": 0.07794255004144995, ""lstm"": 0.0029705747209226065, ""open-meteo"": 0.016856683167922284, ""openweathermap"": 0.1244370677070257, ""pirateweather"": 0.04583447027039188, ""tomorrow"": 0.16297126706858503, ""visual-crossing"": 0.5168286840798044, ""weather.gov"": 0.011646029254282837, ""weatherapi"": 0.028999332273098304}"
2026-01-30T02:15:38.840280-05:00,2026-01-29,tx,14,"{""consensus"": 0.13214409760694862, ""google-weather"": 0.4361217507498444, ""lstm"": 0.006805745027995211, ""open-meteo"": 0.0018553293521707962, ""openweathermap"": 0.0189487640198821, ""pirateweather"": 0.007810363461339221, ""tomorrow"": 0.030407073545859222, ""visual-crossing"": 0.2964960292593343, ""weather.gov"": 0.009596329152044683, ""weatherapi"": 0.05981451782458133}"
2026-01-30T02:15:38.840280-05:00,2026-01-29,fl,14,"{""consensus"": 0.09846912805954991, ""google-weather"": 0.17310893343875589, ""lstm"": 0.040142875564651466, ""open-meteo"": 0.0015814790644375289, ""openweathermap"": 0.12545965148237792, ""pirateweather"": 0.05519116095489552, ""tomorrow"": 0.04069113380172083, ""visual-crossing"": 0.24240059262910232, ""weather.gov"": 0.025200555284200434, ""weatherapi"": 0.19775448972030824}"
2026-01-30T06:30:03.989625-05:00,2026-01-29,ny,14,"{""consensus"": 0.041781205633186914, ""google-weather"": 0.1515949989173663, ""lstm"": 0.005454479682675753, ""open-meteo"": 0.00615712769981821, ""openweathermap"": 0.15959294375318087, ""pirateweather"": 0.06681497046832446, ""tomorrow"": 0.19487168242689387, ""visual-crossing"": 0.23440197601975238, ""weather.gov"": 0.020672144882403133, ""weatherapi"": 0.11865847051639807}"
2026-01-30T06:30:03.989625-05:00,2026-01-29,il,14,"{""consensus"": 0.011595945636306886, ""google-weather"": 0.05620513767636838, ""lstm"": 0.0029003457032048935, ""open-meteo"": 0.018560556039823133, ""openweathermap"": 0.09701111155132229, ""pirateweather"": 0.04839070964446774, ""tomorrow"": 0.15808616052456745, ""visual-crossing"": 0.5693368195884206, ""weather.gov"": 0.009561453011842878, ""weatherapi"": 0.02835176062367568}"
2026-01-30T06:30:03.989625-05:00,2026-01-29,tx,14,"{""consensus"": 0.14489509435483738, ""google-weather"": 0.06004367640790682, ""lstm"": 0.011879318181552107, ""open-meteo"": 0.004812746789365862, ""openweathermap"": 0.023832560474994557, ""pirateweather"": 0.015377664514736959, ""tomorrow"": 0.06240953052769017, ""visual-crossing"": 0.572302164129558, ""weather.gov"": 0.007834741760794909, ""weatherapi"": 0.09661250285856308}"
2026-01-30T06:30:03.989625-05:00,2026-01-29,fl,14,"{""consensus"": 0.09297691958418003, ""google-weather"": 0.07568383378513861, ""lstm"": 0.037295473388814795, ""open-meteo"": 0.0021585472147944225, ""openweathermap"": 0.08057006512242776, ""pirateweather"": 0.055535439762718374, ""tomorrow"": 0.04278115627656644, ""visual-crossing"": 0.3631451072320937, ""weather.gov"": 0.02180505280684613, ""weatherapi"": 0.22804840482641978}"
2026-01-31T02:15:43.863270-05:00,2026-01-30,ny,14,"{""consensus"": 0.0432227462102229, ""google-weather"": 0.11137928571280785, ""lstm"": 0.005291955456280105, ""open-meteo"": 0.0067885527202158485, ""openweathermap"": 0.15483763779722104, ""pirateweather"": 0.06624748040861113, ""tomorrow"": 0.2046973345099136, ""visual-crossing"": 0.26404490093457883, ""weather.gov"": 0.018303921324230144, ""weatherapi"": 0.12518618492591874}"
2026-01-31T02:15:43.863270-05:00,2026-01-30,il,14,"{""consensus"": 0.012987171999226436, ""google-weather"": 0.04257031736971546, ""lstm"": 0.0030728063583448967, ""open-meteo"": 0.022410925818835296, ""openweathermap"": 0.10277959626523539, ""pirateweather"": 0.05441467087204592, ""tomorrow"": 0.16763721047505714, ""visual-crossing"": 0.5528523910138115, ""weather.gov"": 0.009069403795815105, ""weatherapi"": 0.032205506031912814}"
2026-01-31T02:15:43.863270-05:00,2026-01-30,tx,14,"{""consensus"": 0.14489509435483738, ""google-weather"": 0.06004367640790682, ""lstm"": 0.011879318181552107, ""open-meteo"": 0.004812746789365862, ""openweathermap"": 0.023832560474994557, ""pirateweather"": 0.015377664514736959, ""tomorrow"": 0.06240953052769017, ""visual-crossing"": 0.572302164129558, ""weather.gov"": 0.007834741760794909, ""weatherapi"": 0.09661250285856308}"
2026-01-31T02:15:43.863270-05:00,2026-01-30,fl,14,"{""consensus"": 0.09297691958418003, ""google-weather"": 0.07568383378513861, ""lstm"": 0.037295473388814795, ""open-meteo"": 0.0021585472147944225, ""openweathermap"": 0.08057006512242776, ""pirateweather"": 0.055535439762718374, ""tomorrow"": 0.04278115627656644, ""visual-crossing"": 0.3631451072320937, ""weather.gov"": 0.02180505280684613, ""weatherapi"": 0.22804840482641978}"
2026-01-31T06:30:04.466531-05:00,2026-01-30,ny,14,"{""consensus"": 0.04387917732180701, ""google-weather"": 0.08596362289095519, ""lstm"": 0.00505485525656088, ""open-meteo"": 0.007295447359219479, ""openweathermap"": 0.14790030902545162, ""pirateweather"": 0.06456018917533686, ""tomorrow"": 0.21083793819672572, ""visual-crossing"": 0.28886961480081935, ""weather.gov"": 0.0161400472938342, ""weatherapi"": 0.12949879867928962}"
2026-01-31T06:30:04.466531-05:00,2026-01-30,il,14,"{""consensus"": 0.014251940456064973, ""google-weather"": 0.03439870513790789, ""lstm"": 0.0031995855368684013, ""open-meteo"": 0.026328400714348523, ""openweathermap"": 0.1070201214607451, ""pirateweather"": 0.05992195876764075, ""tomorrow"": 0.17469732127980817, ""visual-crossing"": 0.5357862049568334, ""weather.gov"": 0.00858002205534903, ""weatherapi"": 0.03581573963443381}"
2026-01-31T06:30:04.466531-05:00,2026-01-30,tx,14,"{""consensus"": 0.13812208568511994, ""google-weather"": 0.017973900769152878, ""lstm"": 0.009580522150817863, ""open-meteo"": 0.00401074393316344, ""openweathermap"": 0.01922066317711503, ""pirateweather"": 0.015244800398974372, ""tomorrow"": 0.06075116019307827, ""visual-crossing"": 0.6646385765845784, ""weather.gov"": 0.004771790117385663, ""weatherapi"": 0.06568575699061438}"
2026-01-31T06:30:04.466531-05:00,2026-01-30,fl,14,"{""consensus"": 0.09494965022415369, ""google-weather"": 0.053745587553543, ""lstm"": 0.032538190150509544, ""open-meteo"": 0.0026036630538951735, ""openweathermap"": 0.07029282272573946, ""pirateweather"": 0.05986348602673415, ""tomorrow"": 0.040738963230947445, ""visual-crossing"": 0.41268663983478177, ""weather.gov"": 0.014874504983253331, ""weatherapi"": 0.21770649221644267}"
2026-02-01T02:15:38.619531-05:00,2026-01-31,ny,14,"{""consensus"": 0.04462370109703064, ""google-weather"": 0.0751068606444756, ""lstm"": 0.005017745721637875, ""open-meteo"": 0.008198547584284286, ""openweathermap"": 0.12080572629045795, ""pirateweather"": 0.0643151642498027, ""tomorrow"": 0.22510944118017384, ""visual-crossing"": 0.31700465039293246, ""weather.gov"": 0.014073433270356775, ""weatherapi"": 0.12574472956884805}"
2026-02-01T02:15:38.619531-05:00,2026-01-31,il,14,"{""consensus"": 0.015514649225296039, ""google-weather"": 0.03330245871915293, ""lstm"": 0.003324316266143927, ""open-meteo"": 0.030077552944581285, ""openweathermap"": 0.08618420432433858, ""pirateweather"": 0.06246194262236014, ""tomorrow"": 0.18785201862637985, ""visual-crossing"": 0.5341834785718743, ""weather.gov"": 0.007623476428183668, ""weatherapi"": 0.0394759022716891}"
2026-02-01T02:15:38.619531-05:00,2026-01-31,tx,14,"{""consensus"": 0.13812208568511994, ""google-weather"": 0.017973900769152878, ""lstm"": 0.009580522150817863, ""open-meteo"": 0.00401074393316344, ""openweathermap"": 0.01922066317711503, ""pirateweather"": 0.015244800398974372, ""tomorrow"": 0.06075116019307827, ""visual-crossing"": 0.6646385765845784, ""weather.gov"": 0.004771790117385663, ""weatherapi"": 0.06568575699061438}"
2026-02-01T02:15:38.619531-05:00,2026-01-31,fl,14,"{""consensus"": 0.09494965022415369, ""google-weather"": 0.053745587553543, ""lstm"": 0.032538190150509544, ""open-meteo"": 0.0026036630538951735, ""openweathermap"": 0.07029282272573946, ""pirateweather"": 0.05986348602673415, ""tomorrow"": 0.040738963230947445, ""visual-crossing"": 0.41268663983478177, ""weather.gov"": 0.014874504983253331, ""weatherapi"": 0.21770649221644267}"
2026-02-01T06:30:02.501062-05:00,2026-01-31,ny,14,"{""consensus"": 0.04479582703820316, ""google-weather"": 0.06627814466669643, ""lstm"": 0.004924215998232495, ""open-meteo"": 0.009037665963002865, ""openweathermap"": 0.10074081324268094, ""pirateweather"": 0.0633241023338996, ""tomorrow"": 0.2368046956956996, ""visual-crossing"": 0.3408016811749149, ""weather.gov"": 0.012344291489074564, ""weatherapi"": 0.12094856239759551}"
2026-02-01T06:30:02.501062-05:00,2026-01-31,il,14,"{""consensus"": 0.016641262345594772, ""google-weather"": 0.032162188409948764, ""lstm"": 0.003411591942406819, ""open-meteo"": 0.03369431605625603, ""openweathermap"": 0.07188827003165783, ""pirateweather"": 0.0642953395692833, ""tomorrow"": 0.19908020100126456, ""visual-crossing"": 0.5291411537211114, ""weather.gov"": 0.006843391700439834, ""weatherapi"": 0.04284228522203662}"
2026-02-01T06:30:02.501062-05:00,2026-01-31,tx,14,"{""consensus"": 0.1462410540221923, ""google-weather"": 0.014369828715725326, ""lstm"": 0.00912729703231364, ""open-meteo"": 0.004357584163605068, ""openweathermap"": 0.015891033683105994, ""pirateweather"": 0.017327776157914566, ""tomorrow"": 0.06721559369425101, ""visual-crossing"": 0.6598545791075086, ""weather.gov"": 0.00391327779551678, ""weatherapi"": 0.06170197562786665}"
2026-02-01T06:30:02.501062-05:00,2026-01-31,fl,14,"{""consensus"": 0.10283246701301255, ""google-weather"": 0.03385024820140763, ""lstm"": 0.035457869568034185, ""open-meteo"": 0.0036969333345179736, ""openweathermap"": 0.04014419905307873, ""pirateweather"": 0.06908213918654621, ""tomorrow"": 0.05355438288923284, ""visual-crossing"": 0.37232100965926584, ""weather.gov"": 0.009406303839722139, ""weatherapi"": 0.27965444725518185}"
